#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-05-22T22:06:40 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ60a97fbb1d3821	
#INFO	-out.max=unlimited	
#INFO	queryParameters=19	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-out.src=J/MNRAS/419/2173/table5a
#-nav=cat:J/MNRAS/419/2173&tab:{J/MNRAS/419/2173/table5a}&key:source=J/MNRAS/419/2173/table5b&HTTPPRM:&&-ref=VIZ60a97fbb1d3821&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-order=I&-out=Star&-out=m_Star&-out=Perm&-out=JD0&-out=JD1&-out=HJDm&-out=N&-out=O-C&-out=e_O-C&-file=.&-meta.ucd=0&-meta=0&-usenav=1&-bmark=POST&-out.src=J/MNRAS/419/2173/table5a
#-source=J/MNRAS/419/2173/table5a
#-out=Star
#-out=m_Star
#-out=Perm
#-out=JD0
#-out=JD1
#-out=HJDm
#-out=N
#-out=O-C
#-out=e_O-C
#

#RESOURCE=yCat_74192173
#Name: J/MNRAS/419/2173
#Title: Long-term photometry of M3 RR Lyrae (Jursik+, 2012)
#Table	J_MNRAS_419_2173_table5a:
#Name: J/MNRAS/419/2173/table5a
#Title: O-C values
#Column	Star	(A3)	Star number, <Cl* NGC 5272 Saw VNNN> in Simbad	[ucd=meta.id;meta.main]
#Column	m_Star	(A1)	[ab] Multiplicity index on Star	[ucd=meta.code.multip]
#Column	Perm	(F11.8)	Mean period	[ucd=time.period;stat.mean]
#Column	JD0	(F7.1)	Time interval, lower value (JD-2400000)	[ucd=time.epoch]
#Column	JD1	(F7.1)	Time interval, upper value (JD-2400000)	[ucd=time.epoch]
#Column	HJDm	(F9.1)	Mead HJD of observation	[ucd=time.epoch;obs]
#Column	N	(I3)	Number of observation	[ucd=meta.number]
#Column	O-C	(F7.4)	Residual on HJDm	[ucd=stat.fit.residual]
#Column	e_O-C	(F7.4)	rms uncertainty on O-C	[ucd=stat.error;stat.fit.omc]
Star	m_Star	Perm	JD0	JD1	HJDm	N	O-C	e_O-C
059	 	 0.58881350	19479.8	20656.9	2420275.7	 22	 0.0462	 0.0061
059	 	 0.58881350	22729.5	22840.6	2422753.0	130	 0.0013	 0.0021
059	 	 0.58881350	23858.5	24684.9	2424509.1	219	-0.0317	 0.0018
059	 	 0.58881350	28963.4	30078.6	2429511.8	 79	-0.0958	 0.0021
059	 	 0.58881350	31965.7	32700.8	2432164.8	 38	-0.1181	 0.0018
059	 	 0.58881350	33034.5	33763.6	2433487.8	 43	-0.1220	 0.0037
059	 	 0.58881350	34076.5	34834.5	2434319.8	 97	-0.1327	 0.0025
059	 	 0.58881350	35219.3	35933.7	2435571.5	139	-0.1262	 0.0024
059	 	 0.58881350	36367.3	37131.4	2436776.8	102	-0.1321	 0.0023
059	 	 0.58881350	37757.5	38502.7	2438103.0	 25	-0.1247	 0.0076
059	 	 0.58881350	42838.5	43254.6	2442994.6	 49	-0.0876	 0.0017
059	 	 0.58881350	43597.3	44343.5	2443914.7	 57	-0.0776	 0.0026
059	 	 0.58881350	47276.3	47555.6	2447509.8	 50	-0.0212	 0.0032
059	 	 0.58881350	48755.6	49092.0	2448939.0	183	-0.0001	 0.0005
059	 	 0.58881350	50162.4	50176.8	2450170.9	168	 0.0289	 0.0008
059	 	 0.58881350	50622.7	51288.0	2451038.0	239	 0.0425	 0.0008
059	 	 0.58881350	54869.5	54965.5	2454929.3	737	 0.1251	 0.0004
060	 	 0.70772500	13372.5	14079.7	2413804.0	 16	 0.0527	 0.0163
060	 	 0.70772500	14437.5	15161.9	2415038.5	 33	 0.0299	 0.0207
060	 	 0.70772500	22455.4	22840.6	2422750.1	130	 0.0068	 0.0028
060	 	 0.70772500	23858.5	24684.9	2424522.6	256	 0.0014	 0.0017
060	 	 0.70772500	28963.4	30078.6	2429713.6	 32	-0.0056	 0.0082
060	 	 0.70772500	33390.4	33763.6	2433500.5	 41	-0.0133	 0.0054
060	 	 0.70772500	34118.3	34567.4	2434310.1	 82	-0.0188	 0.0026
060	 	 0.70772500	35223.4	35933.6	2435516.4	 61	-0.0116	 0.0040
060	 	 0.70772500	36991.4	37058.6	2437024.6	 19	-0.0257	 0.0168
060	 	 0.70772500	37757.5	38502.7	2438086.3	 24	 0.0061	 0.0099
060	 	 0.70772500	42838.5	43254.6	2443018.6	 54	-0.0165	 0.0024
060	 	 0.70772500	43597.3	44343.5	2443914.7	 57	-0.0139	 0.0024
060	 	 0.70772500	47276.3	47555.6	2447509.8	 50	-0.0065	 0.0035
060	 	 0.70772500	48755.6	49092.0	2448937.3	181	-0.0001	 0.0004
060	 	 0.70772500	50622.7	51288.0	2451012.9	199	 0.0100	 0.0009
060	 	 0.70772500	54869.6	54965.5	2454930.7	737	 0.0276	 0.0008
061	 	 0.52091900	13372.5	14079.7	2413811.5	 15	-0.0932	 0.0393
061	 	 0.52091900	14437.5	15161.9	2415042.1	 34	-0.0522	 0.0095
061	 	 0.52091900	19479.8	20656.8	2420224.7	 22	 0.0997	 0.0033
061	 	 0.52091900	22455.4	22840.6	2422751.6	134	 0.1852	 0.0014
061	 	 0.52091900	23858.5	24684.9	2424466.5	159	 0.2451	 0.0020
061	 	 0.52091900	28963.4	30078.6	2429510.8	 80	 0.2730	 0.0019
061	 	 0.52091900	31965.7	32700.8	2432164.8	 38	 0.2888	 0.0022
061	 	 0.52091900	33390.4	33763.6	2433496.7	 43	 0.3304	 0.0026
061	 	 0.52091900	34118.3	34567.4	2434307.7	 81	 0.3348	 0.0021
061	 	 0.52091900	35223.4	35933.7	2435542.1	 65	 0.3618	 0.0029
061	 	 0.52091900	36991.4	37058.6	2437024.6	 19	 0.3577	 0.0058
061	 	 0.52091900	37757.5	38502.7	2438103.0	 25	 0.3584	 0.0043
061	 	 0.52091900	42838.5	43254.6	2443042.2	 60	 0.3251	 0.0030
061	 	 0.52091900	43597.3	44293.6	2443891.8	 54	 0.3122	 0.0024
061	 	 0.52091900	47276.3	47555.6	2447505.2	 51	 0.0748	 0.0036
061	 	 0.52091900	48755.6	49092.0	2448939.0	183	 0.0000	 0.0006
061	 	 0.52091900	50162.4	50176.8	2450171.0	172	-0.0212	 0.0007
061	 	 0.52091900	50622.7	51288.0	2451001.2	202	-0.0606	 0.0010
061	 	 0.52091900	54869.6	54965.5	2454931.6	686	-0.2727	 0.0009
062	 	 0.65241000	13372.5	14079.7	2413804.0	 16	-0.0303	 0.0423
062	 	 0.65241000	14437.5	15161.9	2415042.1	 34	-0.0256	 0.0082
062	 	 0.65241000	19479.8	20656.9	2420242.2	 23	-0.0407	 0.0035
062	 	 0.65241000	22455.4	22840.6	2422751.4	135	-0.0498	 0.0069
062	 	 0.65241000	23858.5	24684.9	2424468.7	159	-0.0683	 0.0043
062	 	 0.65241000	28963.4	30078.6	2429510.8	 80	-0.0801	 0.0037
062	 	 0.65241000	31965.7	32700.8	2432164.8	 38	-0.0704	 0.0032
062	 	 0.65241000	33390.4	33763.6	2433496.7	 43	-0.0609	 0.0053
062	 	 0.65241000	34118.3	34567.4	2434317.2	 79	-0.0723	 0.0034
062	 	 0.65241000	35223.4	35933.6	2435540.8	 63	-0.0789	 0.0031
062	 	 0.65241000	36991.4	37058.6	2437024.3	 20	-0.0676	 0.0085
062	 	 0.65241000	37757.5	38502.7	2438103.0	 25	-0.0620	 0.0069
062	 	 0.65241000	42838.5	43254.6	2443042.2	 60	-0.0323	 0.0031
062	 	 0.65241000	43597.3	44343.5	2443914.7	 57	-0.0329	 0.0027
062	 	 0.65241000	47276.3	47555.6	2447505.2	 51	-0.0053	 0.0027
062	 	 0.65241000	48755.6	49092.0	2448939.0	183	 0.0000	 0.0009
062	 	 0.65241000	50162.4	50176.8	2450171.0	173	-0.0036	 0.0020
062	 	 0.65241000	50622.7	51288.0	2450998.8	211	-0.0033	 0.0013
062	 	 0.65241000	54872.4	54965.5	2454931.8	640	-0.0298	 0.0010
063	 	 0.57041050	13372.5	14079.7	2413804.0	 16	-0.1385	 0.0110
063	 	 0.57041050	14437.5	15161.9	2415054.7	 32	-0.1026	 0.0143
063	 	 0.57041050	19479.8	20656.9	2420259.4	 24	 0.0053	 0.0037
063	 	 0.57041050	22455.4	22840.6	2422751.6	135	 0.0369	 0.0019
063	 	 0.57041050	23858.5	24684.9	2424465.4	162	 0.0539	 0.0040
063	 	 0.57041050	28963.4	30078.6	2429511.8	 79	 0.0972	 0.0032
063	 	 0.57041050	31965.7	32700.8	2432164.8	 38	 0.1011	 0.0035
063	 	 0.57041050	33390.4	33763.6	2433498.5	 42	 0.1199	 0.0042
063	 	 0.57041050	34118.3	34567.4	2434319.8	 78	 0.1071	 0.0031
063	 	 0.57041050	35223.4	35933.7	2435528.5	 62	 0.1105	 0.0027
063	 	 0.57041050	36991.4	37058.6	2437024.3	 20	 0.1076	 0.0060
063	 	 0.57041050	37791.3	38502.7	2438117.4	 24	 0.1036	 0.0061
063	 	 0.57041050	42838.5	43254.6	2443042.2	 60	 0.0743	 0.0047
063	 	 0.57041050	43597.3	44343.5	2443914.7	 57	 0.0640	 0.0019
063	 	 0.57041050	47276.3	47555.6	2447504.2	 50	 0.0081	 0.0052
063	 	 0.57041050	48755.6	49092.0	2448939.1	181	 0.0000	 0.0007
063	 	 0.57041050	50162.4	50176.8	2450171.0	175	-0.0137	 0.0008
063	 	 0.57041050	50622.7	51288.0	2451007.9	205	-0.0370	 0.0011
063	 	 0.57041050	54872.4	54965.5	2454933.5	611	-0.1152	 0.0008
064	 	 0.60545915	13372.5	14079.7	2413804.0	 16	-0.0062	 0.0139
064	 	 0.60545915	14437.5	15161.9	2415048.2	 33	 0.0079	 0.0095
064	 	 0.60545915	19479.8	20656.9	2420259.4	 24	 0.0067	 0.0033
064	 	 0.60545915	22729.5	22840.6	2422753.1	132	 0.0099	 0.0017
064	 	 0.60545915	23858.5	24684.9	2424467.8	160	 0.0035	 0.0024
064	 	 0.60545915	28963.4	30078.6	2429507.5	 79	 0.0014	 0.0023
064	 	 0.60545915	31965.7	32700.8	2432164.8	 38	 0.0060	 0.0018
064	 	 0.60545915	33390.4	33763.6	2433498.5	 42	 0.0054	 0.0044
064	 	 0.60545915	34118.3	34567.4	2434312.4	 81	 0.0035	 0.0020
064	 	 0.60545915	35223.4	35933.6	2435529.6	 63	-0.0041	 0.0037
064	 	 0.60545915	36991.4	37058.6	2437025.0	 18	 0.0140	 0.0054
064	 	 0.60545915	37757.5	38502.7	2438103.0	 25	-0.0009	 0.0032
064	 	 0.60545915	42838.5	43254.6	2443042.2	 60	 0.0085	 0.0032
064	 	 0.60545915	43597.3	44343.5	2443914.7	 57	-0.0013	 0.0029
064	 	 0.60545915	47276.3	47555.6	2447514.5	 49	 0.0070	 0.0039
064	 	 0.60545915	48755.6	49092.0	2448940.0	182	 0.0000	 0.0004
064	 	 0.60545915	50162.4	50176.8	2450171.0	175	 0.0028	 0.0014
064	 	 0.60545915	50622.7	50972.5	2450942.0	158	-0.0016	 0.0008
064	 	 0.60545915	54872.4	54965.5	2454930.9	648	-0.0041	 0.0006
065	 	 0.66834200	13372.5	14079.7	2413804.0	 16	 0.0423	 0.0332
065	 	 0.66834200	14437.5	15161.9	2415054.7	 32	 0.0235	 0.0090
065	 	 0.66834200	19479.8	20656.9	2420274.1	 25	 0.0373	 0.0033
065	 	 0.66834200	22455.4	22840.6	2422751.4	135	 0.0067	 0.0024
065	 	 0.66834200	23858.5	24684.9	2424462.6	165	 0.0079	 0.0035
065	 	 0.66834200	28963.4	30078.6	2429510.8	 80	-0.0275	 0.0019
065	 	 0.66834200	31965.7	32700.8	2432164.8	 38	-0.0324	 0.0030
065	 	 0.66834200	33390.4	33763.6	2433496.7	 43	-0.0362	 0.0035
065	 	 0.66834200	34118.3	34567.4	2434312.4	 81	-0.0373	 0.0026
065	 	 0.66834200	35223.4	35933.6	2435529.6	 63	-0.0337	 0.0024
065	 	 0.66834200	36991.4	37058.6	2437024.6	 19	-0.0347	 0.0036
065	 	 0.66834200	37757.5	38502.7	2438103.0	 25	-0.0132	 0.0054
065	 	 0.66834200	42838.5	43254.6	2443042.2	 60	-0.0174	 0.0055
065	 	 0.66834200	43597.3	44343.5	2443914.7	 57	-0.0191	 0.0015
065	 	 0.66834200	47276.3	47555.6	2447505.2	 51	-0.0095	 0.0016
065	 	 0.66834200	48755.6	49092.0	2448939.0	183	 0.0000	 0.0003
065	 	 0.66834200	50162.4	50176.8	2450170.8	165	 0.0092	 0.0013
065	 	 0.66834200	50622.7	50972.5	2450943.8	180	 0.0157	 0.0006
065	 	 0.66834200	54872.4	54965.5	2454932.6	679	 0.0458	 0.0006
066	 	 0.62018773	13372.5	14079.7	2413804.0	 16	-0.6637	 0.0247
066	 	 0.62018773	14437.5	15161.9	2415042.1	 34	-0.5525	 0.0049
066	 	 0.62018773	22455.4	22840.6	2422751.2	130	 0.0160	 0.0030
066	 	 0.62018773	23858.5	24684.9	2424475.3	153	 0.0461	 0.0020
066	 	 0.62018773	28963.4	30078.6	2429713.6	 32	-0.0234	 0.0045
066	 	 0.62018773	33390.4	33763.6	2433498.5	 42	-0.0957	 0.0046
066	 	 0.62018773	34118.3	34567.4	2434315.1	 78	-0.1193	 0.0045
066	 	 0.62018773	35223.4	35933.7	2435542.1	 65	-0.0103	 0.0042
066	 	 0.62018773	36991.4	37058.6	2437026.1	 19	 0.0196	 0.0120
066	 	 0.62018773	37757.5	38502.6	2438086.3	 24	-0.0058	 0.0045
066	 	 0.62018773	42838.5	43254.6	2443044.1	 59	-0.0540	 0.0033
066	 	 0.62018773	43597.3	44343.5	2443914.7	 57	-0.0105	 0.0060
066	 	 0.62018773	47276.3	47962.7	2447735.5	104	-0.0129	 0.0024
066	 	 0.62018773	48659.6	49810.5	2448955.8	192	-0.0003	 0.0015
066	 	 0.62018773	50162.4	50176.8	2450171.0	173	-0.0242	 0.0015
066	 	 0.62018773	50622.7	51288.0	2451056.5	254	-0.0065	 0.0010
066	 	 0.62018773	54869.5	54965.5	2454931.2	634	 0.0473	 0.0013
067	 	 0.56835000	13372.5	14079.7	2413804.0	 16	-0.1754	 0.0064
067	 	 0.56835000	14437.5	15161.9	2415044.7	 32	-0.1242	 0.0094
067	 	 0.56835000	22729.5	22840.6	2422754.1	130	 0.1278	 0.0017
067	 	 0.56835000	23858.5	24684.9	2424511.0	219	 0.1724	 0.0012
067	 	 0.56835000	28963.4	30078.6	2429649.3	 35	 0.2470	 0.0019
067	 	 0.56835000	31965.7	32700.8	2432164.8	 38	 0.2494	 0.0018
067	 	 0.56835000	33390.5	33763.6	2433499.3	 42	 0.2574	 0.0030
067	 	 0.56835000	34118.3	34567.4	2434312.6	 79	 0.2472	 0.0024
067	 	 0.56835000	35223.4	35933.7	2435535.9	 64	 0.2444	 0.0019
067	 	 0.56835000	36991.4	37058.6	2437024.3	 20	 0.2274	 0.0037
067	 	 0.56835000	37757.5	38502.7	2438103.0	 25	 0.2226	 0.0046
067	 	 0.56835000	42838.5	43254.6	2443042.2	 60	 0.1341	 0.0030
067	 	 0.56835000	43597.3	44343.5	2443914.7	 57	 0.1213	 0.0028
067	 	 0.56835000	47276.3	47962.7	2447742.0	104	 0.0242	 0.0015
067	 	 0.56835000	48659.6	49810.5	2448955.0	191	-0.0003	 0.0006
067	 	 0.56835000	50162.4	50176.8	2450171.0	173	-0.0412	 0.0020
067	 	 0.56835000	50622.7	51283.6	2450961.6	241	-0.0669	 0.0008
067	 	 0.56835000	54869.5	54965.5	2454927.7	753	-0.1939	 0.0009
068	 	 0.35597323	13372.5	14079.6	2413804.0	 16	-0.0128	 0.0447
068	 	 0.35597323	14437.5	15161.9	2415042.1	 34	-0.0293	 0.0282
068	 	 0.35597323	22455.4	22840.6	2422750.9	133	-0.0085	 0.0081
068	 	 0.35597323	23858.5	24684.9	2424460.3	165	 0.0153	 0.0059
068	 	 0.35597323	28963.4	30078.6	2429713.6	 32	 0.0255	 0.0100
068	 	 0.35597323	33034.5	33763.6	2433486.2	 44	-0.0091	 0.0101
068	 	 0.35597323	34076.5	34834.5	2434323.2	 97	 0.0042	 0.0083
068	 	 0.35597323	35219.3	35933.7	2435569.3	141	-0.0013	 0.0063
068	 	 0.35597323	36367.3	37131.4	2436780.8	101	-0.0045	 0.0073
068	 	 0.35597323	37757.5	38502.7	2438103.0	 25	-0.0085	 0.0118
068	 	 0.35597323	42838.5	43254.6	2443042.2	 60	 0.0042	 0.0107
068	 	 0.35597323	43597.3	44343.5	2443914.7	 57	-0.0033	 0.0077
068	 	 0.35597323	47276.3	47958.7	2447591.5	 63	-0.0254	 0.0069
068	 	 0.35597323	48746.3	49810.5	2448922.7	223	-0.0014	 0.0035
068	 	 0.35597323	50162.4	50176.8	2450171.0	175	-0.0070	 0.0033
068	 	 0.35597323	50622.7	51288.0	2451011.8	283	 0.0018	 0.0034
068	 	 0.35597323	54872.4	54965.5	2454931.5	686	 0.0004	 0.0018
069	 	 0.56659950	13372.5	14079.7	2413879.8	 13	 0.2512	 0.0166
069	 	 0.56659950	14437.5	15161.9	2415054.7	 32	 0.2184	 0.0046
069	 	 0.56659950	22729.5	22761.7	2422753.7	104	-0.0406	 0.0016
069	 	 0.56659950	23858.5	24684.9	2424485.3	145	-0.0821	 0.0016
069	 	 0.56659950	28963.4	30078.6	2429690.2	 30	-0.1855	 0.0060
069	 	 0.56659950	33390.4	33763.6	2433490.4	 42	-0.1876	 0.0030
069	 	 0.56659950	34118.3	34834.5	2434352.2	 33	-0.1889	 0.0050
069	 	 0.56659950	35223.4	35933.6	2435580.9	 93	-0.1936	 0.0039
069	 	 0.56659950	36657.4	37129.4	2436853.2	 41	-0.2220	 0.0075
069	 	 0.56659950	37791.3	37791.6	2437791.5	 12	-0.1773	 0.0087
069	 	 0.56659950	42838.5	43254.6	2443042.2	 60	-0.1321	 0.0019
069	 	 0.56659950	43597.3	44343.5	2443914.7	 57	-0.1123	 0.0027
069	 	 0.56659950	47276.3	47958.7	2447607.6	 62	-0.0354	 0.0025
069	 	 0.56659950	48746.3	49810.5	2448922.8	225	-0.0030	 0.0005
069	 	 0.56659950	50162.4	50176.8	2450171.0	175	 0.0358	 0.0010
069	 	 0.56659950	50622.7	51283.5	2450958.2	227	 0.0593	 0.0005
069	 	 0.56659950	54872.4	54965.5	2454933.3	636	 0.2044	 0.0012
070	 	 0.48611000	13372.5	14079.7	2413832.0	 15	 0.9009	 0.0336
070	 	 0.48611000	14437.5	15161.9	2415042.1	 34	 0.8665	 0.0185
070	 	 0.48611000	22455.4	22840.6	2422750.8	131	 0.5558	 0.0064
070	 	 0.48611000	23858.5	24317.5	2424291.3	 91	 0.4939	 0.0058
070	 	 0.48611000	24647.6	24684.9	2424668.2	 75	 0.4310	 0.0083
070	 	 0.48611000	28991.4	29346.4	2429133.4	  5	 0.1706	 0.0230
070	 	 0.48611000	29719.5	30078.6	2429925.9	 24	 0.0199	 0.0136
070	 	 0.48611000	33034.5	33422.6	2433404.7	 34	 0.1022	 0.0076
070	 	 0.48611000	33763.4	33763.6	2433763.5	 10	 0.0544	 0.0082
070	 	 0.48611000	34118.3	34146.5	2434122.6	 42	 0.0464	 0.0051
070	 	 0.48611000	34453.3	34834.5	2434522.8	 26	 0.0412	 0.0065
070	 	 0.48611000	35219.3	35227.6	2435224.5	 26	 0.0707	 0.0074
070	 	 0.48611000	35577.5	35933.7	2435651.9	112	-0.0254	 0.0080
070	 	 0.48611000	36367.3	37131.4	2436778.6	 96	 0.1331	 0.0069
070	 	 0.48611000	37757.5	38502.6	2438060.7	 21	 0.1356	 0.0087
070	 	 0.48611000	42838.5	43254.6	2443042.2	 60	-0.1528	 0.0078
070	 	 0.48611000	43597.3	44343.5	2443893.6	 54	-0.2862	 0.0070
070	 	 0.48611000	47553.5	47555.6	2447554.3	 39	-0.7548	 0.0049
070	 	 0.48611000	47958.4	47958.7	2447958.5	 13	-0.7733	 0.0097
070	 	 0.48611000	48746.3	48761.0	2448756.1	120	-0.9571	 0.0032
070	 	 0.48611000	49085.8	49810.5	2449116.9	103	-0.9813	 0.0018
070	 	 0.48611000	50162.4	50176.8	2450171.0	175	-0.9256	 0.0016
070	 	 0.48611000	50622.7	50972.5	2450942.8	232	-0.9543	 0.0011
070	 	 0.48611000	54869.5	54965.5	2454930.0	669	-0.9342	 0.0005
071	 	 0.54905220	13372.5	14079.7	2413804.0	 16	 0.0197	 0.0148
071	 	 0.54905220	14437.5	15161.9	2415054.7	 32	-0.0110	 0.0240
071	 	 0.54905220	22455.4	22840.5	2422751.0	118	-0.0134	 0.0025
071	 	 0.54905220	23858.5	24684.9	2424474.1	152	-0.0156	 0.0026
071	 	 0.54905220	28963.4	30078.6	2429713.6	 32	 0.0090	 0.0072
071	 	 0.54905220	33390.4	33763.6	2433498.5	 42	-0.0034	 0.0035
071	 	 0.54905220	34118.3	34567.4	2434317.9	 75	-0.0010	 0.0027
071	 	 0.54905220	35223.4	35933.7	2435534.3	 55	 0.0027	 0.0030
071	 	 0.54905220	36991.4	37058.6	2437024.6	 17	-0.0041	 0.0057
071	 	 0.54905220	37791.3	38502.7	2438131.5	 23	-0.0095	 0.0028
071	 	 0.54905220	42838.5	43254.6	2443042.2	 60	-0.0102	 0.0020
071	 	 0.54905220	43597.3	44343.5	2443914.7	 57	-0.0002	 0.0032
071	 	 0.54905220	47276.3	47555.6	2447505.2	 51	 0.0010	 0.0021
071	 	 0.54905220	48755.6	49092.0	2448937.3	181	 0.0000	 0.0005
071	 	 0.54905220	50622.7	50972.5	2450941.8	186	-0.0007	 0.0012
071	 	 0.54905220	54869.5	54965.5	2454931.1	663	-0.0163	 0.0006
072	 	 0.45607590	13372.5	14079.7	2413804.0	 16	 0.0821	 0.0126
072	 	 0.45607590	14437.5	15161.9	2415042.1	 34	 0.0555	 0.0046
072	 	 0.45607590	19479.8	20656.9	2420274.1	 25	 0.0132	 0.0019
072	 	 0.45607590	22729.5	22840.6	2422753.2	132	 0.0013	 0.0010
072	 	 0.45607590	23858.5	24684.9	2424469.0	159	-0.0059	 0.0018
072	 	 0.45607590	28963.4	30078.6	2429510.8	 80	-0.0214	 0.0012
072	 	 0.45607590	31965.7	32700.8	2432164.8	 38	-0.0280	 0.0006
072	 	 0.45607590	33390.4	33763.6	2433498.6	 42	-0.0307	 0.0010
072	 	 0.45607590	34118.3	34567.4	2434315.1	 78	-0.0330	 0.0009
072	 	 0.45607590	35223.4	35933.6	2435516.4	 61	-0.0327	 0.0011
072	 	 0.45607590	36991.4	37058.6	2437024.6	 19	-0.0230	 0.0067
072	 	 0.45607590	37757.5	38502.7	2438103.0	 25	-0.0406	 0.0059
072	 	 0.45607590	42838.5	43254.6	2443038.3	 57	-0.0258	 0.0011
072	 	 0.45607590	43597.3	44343.5	2443914.7	 57	-0.0214	 0.0016
072	 	 0.45607590	47553.5	47555.6	2447554.2	 42	-0.0066	 0.0015
072	 	 0.45607590	48755.6	49092.0	2448939.2	181	 0.0000	 0.0002
072	 	 0.45607590	50622.7	50972.5	2450943.1	166	 0.0143	 0.0003
072	 	 0.45607590	54869.5	54965.5	2454929.4	716	 0.0482	 0.0003
073	 	 0.67348580	13372.5	14079.7	2413804.0	 16	 0.0286	 0.0709
073	 	 0.67348580	14437.5	15161.9	2415048.2	 33	-0.0362	 0.0311
073	 	 0.67348580	22455.4	22840.6	2422751.2	130	 0.0064	 0.0075
073	 	 0.67348580	23858.5	24684.9	2424477.9	151	 0.0298	 0.0100
073	 	 0.67348580	28963.4	30078.6	2429713.6	 32	 0.0009	 0.0106
073	 	 0.67348580	33390.4	33763.6	2433496.7	 43	-0.0353	 0.0137
073	 	 0.67348580	34118.3	34567.4	2434231.0	 54	 0.0111	 0.0129
073	 	 0.67348580	35223.4	35933.7	2435547.0	 64	-0.0319	 0.0107
073	 	 0.67348580	36991.4	37058.6	2437022.5	 19	 0.0618	 0.0312
073	 	 0.67348580	37757.5	38502.7	2438103.0	 25	-0.0196	 0.0105
073	 	 0.67348580	42838.5	43254.6	2443042.2	 60	-0.0207	 0.0098
073	 	 0.67348580	43597.3	44343.5	2443914.7	 57	-0.0193	 0.0100
073	 	 0.67348580	47276.3	47555.6	2447514.5	 49	-0.0408	 0.0123
073	 	 0.67348580	48755.6	49092.0	2448940.7	174	 0.0000	 0.0011
073	 	 0.67348580	50622.7	50972.5	2450943.6	173	 0.0009	 0.0019
073	 	 0.67348580	54872.4	54965.5	2454932.8	608	 0.0276	 0.0013
074	 	 0.49214765	13372.5	14079.7	2413811.5	 15	 0.0930	 0.0079
074	 	 0.49214765	14437.5	15161.9	2415048.2	 33	 0.0902	 0.0095
074	 	 0.49214765	22729.5	22761.7	2422753.1	118	-0.0231	 0.0016
074	 	 0.49214765	23858.5	24684.9	2424470.2	155	-0.0295	 0.0008
074	 	 0.49214765	28963.4	30078.6	2429713.6	 32	-0.0579	 0.0016
074	 	 0.49214765	33034.5	33763.6	2433487.8	 43	-0.0873	 0.0074
074	 	 0.49214765	34118.3	34834.5	2434333.7	 91	-0.0733	 0.0009
074	 	 0.49214765	35219.3	35933.6	2435558.6	129	-0.0758	 0.0009
074	 	 0.49214765	36367.3	37131.4	2436788.3	100	-0.0768	 0.0020
074	 	 0.49214765	37757.5	38502.7	2438103.0	 25	-0.0777	 0.0019
074	 	 0.49214765	42838.5	43254.6	2443042.2	 60	-0.0581	 0.0013
074	 	 0.49214765	43597.3	44293.6	2443904.7	 54	-0.0504	 0.0009
074	 	 0.49214765	47276.3	47958.7	2447613.7	 51	-0.0122	 0.0037
074	 	 0.49214765	48746.3	49810.5	2448927.4	225	-0.0002	 0.0002
074	 	 0.49214765	50162.4	50176.8	2450171.0	174	 0.0108	 0.0007
074	 	 0.49214765	50622.7	50972.5	2450941.9	230	 0.0181	 0.0003
074	 	 0.49214765	54869.5	54965.5	2454929.8	666	 0.0722	 0.0003
075	 	 0.31407880	13372.5	14079.7	2413804.0	 16	-0.0019	 0.0119
075	 	 0.31407880	14437.5	15161.9	2415042.1	 34	 0.0083	 0.0130
075	 	 0.31407880	22455.4	22840.6	2422751.6	131	 0.0302	 0.0021
075	 	 0.31407880	23858.5	24684.9	2424462.5	165	 0.0372	 0.0019
075	 	 0.31407880	28963.4	30078.6	2429713.6	 32	 0.0486	 0.0050
075	 	 0.31407880	33034.5	33763.6	2433486.2	 44	 0.0511	 0.0035
075	 	 0.31407880	34118.3	34834.5	2434328.5	 95	 0.0407	 0.0020
075	 	 0.31407880	35219.3	35933.7	2435572.0	139	 0.0339	 0.0020
075	 	 0.31407880	36367.3	37131.4	2436780.1	 95	 0.0209	 0.0030
075	 	 0.31407880	37757.5	38502.7	2438103.0	 25	 0.0184	 0.0033
075	 	 0.31407880	42838.5	43254.6	2443080.1	 45	 0.0093	 0.0019
075	 	 0.31407880	43597.3	44343.5	2443914.7	 57	 0.0119	 0.0026
075	 	 0.31407880	47553.5	47958.7	2447661.5	 49	 0.0014	 0.0026
075	 	 0.31407880	48746.3	49810.5	2448926.7	226	-0.0008	 0.0003
075	 	 0.31407880	50162.4	50176.8	2450171.0	175	-0.0030	 0.0008
075	 	 0.31407880	50622.7	50972.5	2450941.0	228	-0.0139	 0.0004
075	 	 0.31407880	54872.4	54965.5	2454933.7	616	-0.0248	 0.0004
076	 	 0.50175740	13372.5	14079.7	2413813.3	 15	 0.0862	 0.0061
076	 	 0.50175740	14437.5	15161.9	2415061.6	 31	 0.0719	 0.0057
