#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-04-10T23:39:35 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)
#INFO	-ref=VIZ607236972d5731
#INFO	-out.max=1000
#INFO	queryParameters=18
#-oc.form=dec
#-out.max=1000
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-nav=cat:J/MNRAS/419/2173&tab:{J/MNRAS/419/2173/table5b}&key:source=J/MNRAS/419/2173/table5b&HTTPPRM:&&-ref=VIZ607236972d5731&-out.max=1000&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-out.src=J/MNRAS/419/2173/table5b&-out=Star&-out=m_Star&-out=Perm&-out=JD0&-out=JD1&-out=HJDm&-out=N&-out=Per&-out=e_Per&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-out.src=J/MNRAS/419/2173/table5b
#-source=J/MNRAS/419/2173/table5b
#-out=Star
#-out=m_Star
#-out=Perm
#-out=JD0
#-out=JD1
#-out=HJDm
#-out=N
#-out=Per
#-out=e_Per
#

#RESOURCE=yCat_74192173
#Name: J/MNRAS/419/2173
#Title: Long-term photometry of M3 RR Lyrae (Jursik+, 2012)
#Table	J_MNRAS_419_2173_table5b:
#Name: J/MNRAS/419/2173/table5b
#Title: Temporal periods
#Column	Star	(A3)	Star number, <Cl* NGC 5272 Saw VNNN> in Simbad	[ucd=meta.id;meta.main]
#Column	m_Star	(A1)	[ab] Multiplicity index on Star	[ucd=meta.code.multip]
#Column	Perm	(F11.8)	Mean period	[ucd=time.period;stat.mean]
#Column	JD0	(F7.1)	Time interval, lower value (HJD-2400000)	[ucd=time.epoch]
#Column	JD1	(F7.1)	Time interval, upper value (HJD-2400000)	[ucd=time.epoch]
#Column	HJDm	(F9.1)	Mead HJD of observation	[ucd=time.epoch;obs]
#Column	N	(I4)	Number of observations	[ucd=meta.number]
#Column	Per	(F10.7)	Residual on period	[ucd=stat.fit.residual;time.period]
#Column	e_Per	(F10.7)	rms uncertainty on Per	[ucd=stat.error]
Star;m_Star;Perm;JD0;JD1;HJDm;N;Per;e_Per
152; ; 0.32612450;28963.4;34567.4;2432888.1; 122; 0.3261222; 0.0000007
152; ; 0.32612450;35190.4;37791.6;2435842.4; 128; 0.3261230; 0.0000015
152; ; 0.32612450;42838.5;44343.5;2443472.2;  91; 0.3261319; 0.0000027
152; ; 0.32612450;47276.3;49092.0;2448638.1; 232; 0.3261259; 0.0000004
152; ; 0.32612450;50622.7;54965.5;2453620.5; 763; 0.3261289; 0.0000001
167; ; 0.64397550;23858.5;24684.9;2424458.8; 155; 0.6440078; 0.0000226
167; ; 0.64397550;28991.4;34567.4;2432896.4; 126; 0.6439774; 0.0000015
167; ; 0.64397550;35223.4;38502.5;2436272.1;  91; 0.6439567; 0.0000033
167; ; 0.64397550;42838.5;44343.5;2443499.2;  73; 0.6439755; 0.0000056
167; ; 0.64397550;47276.3;49810.5;2448506.3; 269; 0.6439653; 0.0000013
167; ; 0.64397550;50622.7;54965.5;2453890.6; 749; 0.6439591; 0.0000003
177; ; 0.34834442;23858.5;29775.5;2425004.8; 161; 0.3483457; 0.0000006
177; ; 0.34834442;30052.4;34567.4;2433420.1; 103; 0.3483479; 0.0000017
177; ; 0.34834442;35190.4;37791.6;2435794.7; 135; 0.3483358; 0.0000014
177; ; 0.34834442;42838.5;44343.5;2443402.3; 100; 0.3483360; 0.0000036
177; ; 0.34834442;47276.3;49092.0;2448638.1; 232; 0.3483462; 0.0000009
177; ; 0.34834442;50622.7;54965.5;2453428.4; 676; 0.3483452; 0.0000001
178; ; 0.26696282;24284.4;29775.5;2425429.6; 109; 0.2669619; 0.0000004
178; ; 0.26696282;30052.4;34567.4;2433437.0; 106; 0.2669629; 0.0000005
178; ; 0.26696282;35190.4;37791.6;2435804.5; 142; 0.2669588; 0.0000012
178; ; 0.26696282;42838.5;44343.5;2443524.6;  92; 0.2669668; 0.0000017
178; ; 0.26696282;50622.7;54965.5;2454047.0; 713; 0.2669634; 0.0000001
202; ; 0.77357100;28963.4;34567.4;2432733.0; 165; 0.7735700; 0.0000022
202; ; 0.77357100;35223.4;38502.7;2436415.3;  98; 0.7735841; 0.0000077
202; ; 0.77357100;42838.5;44343.5;2443467.3; 117; 0.7735609; 0.0000109
202; ; 0.77357100;47553.5;49092.0;2448674.6; 221; 0.7735637; 0.0000053
202; ; 0.77357100;50622.7;54965.5;2454002.6; 969; 0.7735722; 0.0000007
203; ; 0.28979525;30052.4;34508.9;2433581.1; 110; 0.2897948; 0.0000005
203; ; 0.28979525;35598.5;38502.7;2436988.4;  43; 0.2897951; 0.0000016
203; ; 0.28979525;42838.5;44343.5;2443467.3; 117; 0.2897925; 0.0000031
203; ; 0.28979525;47276.3;49092.0;2448641.6; 229; 0.2897942; 0.0000007
203; ; 0.28979525;50162.4;54965.5;2453358.5; 902; 0.2897945; 0.0000001
